@RELATION Iris_splits

@ATTRIBUTE type {TRAIN,TEST}
@ATTRIBUTE rowid STRING
@ATTRIBUTE fold INTEGER
@ATTRIBUTE repeat INTEGER

@DATA
TRAIN,82,4,1
TRAIN,66,4,1
TRAIN,61,4,1
TRAIN,90,4,1
TRAIN,116,4,1
TRAIN,106,4,1
TRAIN,112,4,1
TRAIN,128,4,1
TRAIN,114,4,1
TRAIN,47,4,1
TRAIN,24,4,1
TRAIN,43,4,1
TRAIN,32,4,1
TRAIN,13,4,1
TRAIN,60,4,1
TRAIN,67,4,1
TRAIN,78,4,1
TRAIN,62,4,1
TRAIN,52,4,1
TRAIN,102,4,1
TRAIN,121,4,1
TRAIN,146,4,1
TRAIN,119,4,1
TRAIN,113,4,1
TRAIN,2,4,1
TRAIN,46,4,1
TRAIN,28,4,1
TRAIN,44,4,1
TRAIN,23,4,1
TRAIN,97,4,1
TRAIN,92,4,1
TRAIN,93,4,1
TRAIN,70,4,1
TRAIN,65,4,1
TRAIN,149,4,1
TRAIN,138,4,1
TRAIN,134,4,1
TRAIN,136,4,1
TRAIN,111,4,1
TRAIN,39,4,1
TRAIN,19,4,1
TRAIN,15,4,1
TRAIN,38,4,1
TRAIN,6,4,1
TRAIN,80,4,1
TRAIN,68,4,1
TRAIN,99,4,1
TRAIN,98,4,1
TRAIN,72,4,1
TRAIN,125,4,1
TRAIN,142,4,1
TRAIN,109,4,1
TRAIN,148,4,1
TRAIN,135,4,1
TRAIN,33,4,1
TRAIN,20,4,1
TRAIN,35,4,1
TRAIN,14,4,1
TRAIN,0,4,1
TRAIN,55,4,1
TRAIN,85,4,1
TRAIN,56,4,1
TRAIN,89,4,1
TRAIN,76,4,1
TRAIN,110,4,0
TRAIN,146,4,0
TRAIN,102,4,0
TRAIN,119,4,0
TRAIN,114,4,0
TRAIN,8,4,0
TRAIN,38,4,0
TRAIN,46,4,0
TRAIN,49,4,0
TRAIN,34,4,0
TRAIN,92,4,0
TRAIN,62,4,0
TRAIN,98,4,0
TRAIN,71,4,0
TRAIN,69,4,0
TRAIN,147,4,0
TRAIN,100,4,0
TRAIN,117,4,0
TRAIN,133,4,0
TRAIN,148,4,0
TRAIN,32,4,0
TRAIN,17,4,0
TRAIN,39,4,0
TRAIN,14,4,0
TRAIN,26,4,0
TRAIN,50,4,0
TRAIN,52,4,0
TRAIN,73,4,0
TRAIN,77,4,0
TRAIN,83,4,0
TRAIN,124,4,0
TRAIN,107,4,0
TRAIN,121,4,0
TRAIN,138,4,0
TRAIN,139,4,0
TRAIN,23,4,0
TRAIN,21,4,0
TRAIN,9,4,0
TRAIN,1,4,0
TRAIN,35,4,0
TRAIN,91,4,0
TRAIN,54,4,0
TRAIN,72,4,0
TRAIN,67,4,0
TRAIN,84,4,0
TRAIN,142,4,0
TRAIN,123,4,0
TRAIN,140,4,0
TRAIN,149,4,0
TRAIN,118,4,0
TRAIN,18,4,0
TRAIN,4,4,0
TRAIN,28,4,0
TRAIN,19,4,0
TRAIN,5,4,0
TRAIN,68,4,0
TRAIN,60,4,0
TRAIN,89,4,0
TRAIN,86,4,0
TRAIN,56,4,0
TRAIN,141,4,0
TRAIN,130,4,0
TRAIN,126,4,0
TRAIN,125,4,0
TRAIN,132,4,0
TRAIN,0,4,0
TRAIN,6,4,0
TRAIN,43,4,0
TRAIN,2,4,0
TRAIN,41,4,0
TRAIN,74,4,0
TRAIN,95,4,0
TRAIN,70,4,0
TRAIN,66,4,0
TRAIN,79,4,0
TRAIN,135,4,0
TRAIN,143,4,0
TRAIN,120,4,0
TRAIN,144,4,0
TRAIN,122,4,0
TRAIN,37,4,0
TRAIN,3,4,0
TRAIN,40,4,0
TRAIN,30,4,0
TRAIN,25,4,0
TRAIN,65,4,0
TRAIN,97,4,0
TRAIN,85,4,0
TRAIN,93,4,0
TRAIN,94,4,0
TRAIN,106,4,0
TRAIN,104,4,0
TRAIN,127,4,0
TRAIN,131,4,0
TRAIN,105,4,0
TRAIN,13,4,0
TRAIN,24,4,0
TRAIN,7,4,0
TRAIN,20,4,0
TRAIN,15,4,0
TRAIN,63,4,0
TRAIN,75,4,0
TRAIN,88,4,0
TRAIN,99,4,0
TRAIN,59,4,0
TRAIN,129,4,0
TRAIN,145,4,0
TRAIN,112,4,0
TRAIN,137,4,0
TRAIN,134,4,0
TRAIN,33,4,0
TRAIN,45,4,0
TRAIN,11,4,0
TRAIN,42,4,0
TRAIN,29,4,0
TRAIN,76,4,0
TRAIN,80,4,0
TRAIN,51,4,0
TRAIN,96,4,0
TRAIN,53,4,0
TRAIN,113,4,0
TRAIN,103,4,0
TRAIN,115,4,0
TRAIN,111,4,0
TRAIN,109,4,0
TRAIN,12,4,0
TRAIN,10,4,0
TRAIN,16,4,0
TRAIN,48,4,0
TRAIN,44,4,0
TRAIN,87,4,0
TRAIN,55,4,0
TRAIN,90,4,0
TRAIN,61,4,0
TRAIN,58,4,0
TRAIN,140,5,1
TRAIN,123,5,1
TRAIN,110,5,1
TRAIN,137,5,1
TRAIN,104,5,1
TRAIN,18,5,1
TRAIN,29,5,1
TRAIN,40,5,1
TRAIN,16,5,1
TRAIN,30,5,1
TRAIN,71,5,1
TRAIN,86,5,1
TRAIN,69,5,1
TRAIN,73,5,1
TRAIN,83,5,1
TRAIN,145,5,1
TRAIN,118,5,1
TRAIN,144,5,1
TRAIN,117,5,1
TRAIN,147,5,1
TRAIN,1,5,1
TRAIN,48,5,1
TRAIN,3,5,1
TRAIN,41,5,1
TRAIN,49,5,1
TRAIN,58,5,1
TRAIN,88,5,1
TRAIN,57,5,1
TRAIN,84,5,1
TRAIN,94,5,1
TRAIN,105,5,1
TRAIN,107,5,1
TRAIN,139,5,1
TRAIN,103,5,1
TRAIN,131,5,1
TRAIN,25,5,1
TRAIN,9,5,1
TRAIN,5,5,1
TRAIN,7,5,1
TRAIN,26,5,1
TRAIN,51,5,1
TRAIN,96,5,1
TRAIN,95,5,1
TRAIN,54,5,1
TRAIN,64,5,1
TRAIN,132,5,1
TRAIN,127,5,1
TRAIN,108,5,1
TRAIN,130,5,1
TRAIN,141,5,1
TRAIN,37,5,1
TRAIN,8,5,1
TRAIN,22,5,1
TRAIN,21,5,1
TRAIN,11,5,1
TRAIN,53,5,1
TRAIN,63,5,1
TRAIN,79,5,1
TRAIN,91,5,1
TRAIN,50,5,1
TRAIN,126,5,1
TRAIN,101,5,1
TRAIN,122,5,1
TRAIN,115,5,1
TRAIN,133,5,1
TRAIN,17,5,1
TRAIN,10,5,1
TRAIN,4,5,1
TRAIN,42,5,1
TRAIN,34,5,1
TRAIN,75,5,1
TRAIN,82,5,1
TRAIN,66,5,1
TRAIN,61,5,1
TRAIN,90,5,1
TRAIN,116,5,1
TRAIN,106,5,1
TRAIN,112,5,1
TRAIN,128,5,1
TRAIN,114,5,1
TRAIN,47,5,1
TRAIN,24,5,1
TRAIN,43,5,1
TRAIN,32,5,1
TRAIN,13,5,1
TRAIN,60,5,1
TRAIN,67,5,1
TRAIN,78,5,1
TRAIN,62,5,1
TRAIN,52,5,1
TRAIN,102,5,1
TRAIN,121,5,1
TRAIN,146,5,1
TRAIN,119,5,1
TRAIN,113,5,1
TRAIN,2,5,1
TRAIN,46,5,1
TRAIN,28,5,1
TRAIN,44,5,1
TRAIN,23,5,1
TRAIN,97,5,1
TRAIN,92,5,1
TRAIN,93,5,1
TRAIN,70,5,1
TRAIN,65,5,1
TRAIN,149,5,1
TRAIN,138,5,1
TRAIN,134,5,1
TRAIN,136,5,1
TRAIN,111,5,1
TRAIN,39,5,1
TRAIN,19,5,1
TRAIN,15,5,1
TRAIN,38,5,1
TRAIN,6,5,1
TRAIN,80,5,1
TRAIN,68,5,1
TRAIN,99,5,1
TRAIN,98,5,1
TRAIN,72,5,1
TRAIN,125,5,1
TRAIN,142,5,1
TRAIN,109,5,1
TRAIN,148,5,1
TRAIN,135,5,1
TRAIN,33,5,1
TRAIN,20,5,1
TRAIN,35,5,1
TRAIN,14,5,1
TRAIN,0,5,1
TRAIN,55,5,1
TRAIN,85,5,1
TRAIN,56,5,1
TRAIN,89,5,1
TRAIN,76,5,1
TRAIN,110,5,0
TRAIN,146,5,0
TRAIN,102,5,0
TRAIN,119,5,0
TRAIN,114,5,0
TRAIN,8,5,0
TRAIN,38,5,0
TRAIN,46,5,0
TRAIN,49,5,0
TRAIN,34,5,0
TRAIN,92,5,0
TRAIN,62,5,0
TRAIN,98,5,0
TRAIN,71,5,0
TRAIN,69,5,0
TRAIN,147,5,0
TRAIN,100,5,0
TRAIN,117,5,0
TRAIN,133,5,0
TRAIN,148,5,0
TRAIN,32,5,0
TRAIN,17,5,0
TRAIN,39,5,0
TRAIN,14,5,0
TRAIN,26,5,0
TRAIN,50,5,0
TRAIN,52,5,0
TRAIN,73,5,0
TRAIN,77,5,0
TRAIN,83,5,0
TRAIN,124,5,0
TRAIN,107,5,0
TRAIN,121,5,0
TRAIN,138,5,0
TRAIN,139,5,0
TRAIN,23,5,0
TRAIN,21,5,0
TRAIN,9,5,0
TRAIN,1,5,0
TRAIN,35,5,0
TRAIN,91,5,0
TRAIN,54,5,0
TRAIN,72,5,0
TRAIN,67,5,0
TRAIN,84,5,0
TRAIN,128,5,0
TRAIN,116,5,0
TRAIN,108,5,0
TRAIN,136,5,0
TRAIN,101,5,0
TRAIN,36,5,0
TRAIN,27,5,0
TRAIN,47,5,0
TRAIN,31,5,0
TRAIN,22,5,0
TRAIN,64,5,0
TRAIN,81,5,0
TRAIN,82,5,0
TRAIN,57,5,0
TRAIN,78,5,0
TRAIN,141,5,0
TRAIN,130,5,0
TRAIN,126,5,0
TRAIN,125,5,0
TRAIN,132,5,0
TRAIN,0,5,0
TRAIN,6,5,0
TRAIN,43,5,0
TRAIN,2,5,0
TRAIN,41,5,0
TRAIN,74,5,0
TRAIN,95,5,0
TRAIN,70,5,0
TRAIN,66,5,0
TRAIN,79,5,0
TRAIN,135,5,0
TRAIN,143,5,0
TRAIN,120,5,0
TRAIN,144,5,0
TRAIN,122,5,0
TRAIN,37,5,0
TRAIN,3,5,0
TRAIN,40,5,0
TRAIN,30,5,0
TRAIN,25,5,0
TRAIN,65,5,0
TRAIN,97,5,0
TRAIN,85,5,0
TRAIN,93,5,0
TRAIN,94,5,0
TRAIN,106,5,0
TRAIN,104,5,0
TRAIN,127,5,0
TRAIN,131,5,0
TRAIN,105,5,0
TRAIN,13,5,0
TRAIN,24,5,0
TRAIN,7,5,0
TRAIN,20,5,0
TRAIN,15,5,0
TRAIN,63,5,0
TRAIN,75,5,0
TRAIN,88,5,0
TRAIN,99,5,0
TRAIN,59,5,0
TRAIN,129,5,0
TRAIN,145,5,0
TRAIN,112,5,0
TRAIN,137,5,0
TRAIN,134,5,0
TRAIN,33,5,0
TRAIN,45,5,0
TRAIN,11,5,0
TRAIN,42,5,0
TRAIN,29,5,0
TRAIN,76,5,0
TRAIN,80,5,0
TRAIN,51,5,0
TRAIN,96,5,0
TRAIN,53,5,0
TRAIN,113,5,0
TRAIN,103,5,0
TRAIN,115,5,0
TRAIN,111,5,0
TRAIN,109,5,0
TRAIN,12,5,0
TRAIN,10,5,0
TRAIN,16,5,0
TRAIN,48,5,0
TRAIN,44,5,0
TRAIN,87,5,0
TRAIN,55,5,0
TRAIN,90,5,0
TRAIN,61,5,0
TRAIN,58,5,0
TRAIN,140,6,1
TRAIN,123,6,1
TRAIN,110,6,1
TRAIN,137,6,1
TRAIN,104,6,1
TRAIN,18,6,1
TRAIN,29,6,1
TRAIN,40,6,1
TRAIN,16,6,1
TRAIN,30,6,1
TRAIN,71,6,1
TRAIN,86,6,1
TRAIN,69,6,1
TRAIN,73,6,1
TRAIN,83,6,1
TRAIN,145,6,1
TRAIN,118,6,1
TRAIN,144,6,1
TRAIN,117,6,1
TRAIN,147,6,1
TRAIN,1,6,1
TRAIN,48,6,1
TRAIN,3,6,1
TRAIN,41,6,1
TRAIN,49,6,1
TRAIN,58,6,1
TRAIN,88,6,1
TRAIN,57,6,1
TRAIN,84,6,1
TRAIN,94,6,1
TRAIN,105,6,1
TRAIN,107,6,1
TRAIN,139,6,1
TRAIN,103,6,1
TRAIN,131,6,1
TRAIN,25,6,1
TRAIN,9,6,1
TRAIN,5,6,1
TRAIN,7,6,1
TRAIN,26,6,1
TRAIN,51,6,1
TRAIN,96,6,1
TRAIN,95,6,1
TRAIN,54,6,1
TRAIN,64,6,1
TRAIN,132,6,1
TRAIN,127,6,1
TRAIN,108,6,1
TRAIN,130,6,1
TRAIN,141,6,1
TRAIN,37,6,1
TRAIN,8,6,1
TRAIN,22,6,1
TRAIN,21,6,1
TRAIN,11,6,1
TRAIN,53,6,1
TRAIN,63,6,1
TRAIN,79,6,1
TRAIN,91,6,1
TRAIN,50,6,1
TRAIN,143,6,1
TRAIN,120,6,1
TRAIN,129,6,1
TRAIN,100,6,1
TRAIN,124,6,1
TRAIN,31,6,1
TRAIN,12,6,1
TRAIN,45,6,1
TRAIN,27,6,1
TRAIN,36,6,1
TRAIN,87,6,1
TRAIN,59,6,1
TRAIN,77,6,1
TRAIN,81,6,1
TRAIN,74,6,1
TRAIN,116,6,1
TRAIN,106,6,1
TRAIN,112,6,1
TRAIN,128,6,1
TRAIN,114,6,1
TRAIN,47,6,1
TRAIN,24,6,1
TRAIN,43,6,1
TRAIN,32,6,1
TRAIN,13,6,1
TRAIN,60,6,1
TRAIN,67,6,1
TRAIN,78,6,1
TRAIN,62,6,1
TRAIN,52,6,1
TRAIN,102,6,1
TRAIN,121,6,1
TRAIN,146,6,1
TRAIN,119,6,1
TRAIN,113,6,1
TRAIN,2,6,1
TRAIN,46,6,1
TRAIN,28,6,1
TRAIN,44,6,1
TRAIN,23,6,1
TRAIN,97,6,1
TRAIN,92,6,1
TRAIN,93,6,1
TRAIN,70,6,1
TRAIN,65,6,1
TRAIN,149,6,1
TRAIN,138,6,1
TRAIN,134,6,1
TRAIN,136,6,1
TRAIN,111,6,1
TRAIN,39,6,1
TRAIN,19,6,1
TRAIN,15,6,1
TRAIN,38,6,1
TRAIN,6,6,1
TRAIN,80,6,1
TRAIN,68,6,1
TRAIN,99,6,1
TRAIN,98,6,1
TRAIN,72,6,1
TRAIN,125,6,1
TRAIN,142,6,1
TRAIN,109,6,1
TRAIN,148,6,1
TRAIN,135,6,1
TRAIN,33,6,1
TRAIN,20,6,1
TRAIN,35,6,1
TRAIN,14,6,1
TRAIN,0,6,1
TRAIN,55,6,1
TRAIN,85,6,1
TRAIN,56,6,1
TRAIN,89,6,1
TRAIN,76,6,1
TRAIN,110,6,0
TRAIN,146,6,0
TRAIN,102,6,0
TRAIN,119,6,0
TRAIN,114,6,0
TRAIN,8,6,0
TRAIN,38,6,0
TRAIN,46,6,0
TRAIN,49,6,0
TRAIN,34,6,0
TRAIN,92,6,0
TRAIN,62,6,0
TRAIN,98,6,0
TRAIN,71,6,0
TRAIN,69,6,0
TRAIN,147,6,0
TRAIN,100,6,0
TRAIN,117,6,0
TRAIN,133,6,0
TRAIN,148,6,0
TRAIN,32,6,0
TRAIN,17,6,0
TRAIN,39,6,0
TRAIN,14,6,0
TRAIN,26,6,0
TRAIN,50,6,0
TRAIN,52,6,0
TRAIN,73,6,0
TRAIN,77,6,0
TRAIN,83,6,0
TRAIN,124,6,0
TRAIN,107,6,0
TRAIN,121,6,0
TRAIN,138,6,0
TRAIN,139,6,0
TRAIN,23,6,0
TRAIN,21,6,0
TRAIN,9,6,0
TRAIN,1,6,0
TRAIN,35,6,0
TRAIN,91,6,0
TRAIN,54,6,0
TRAIN,72,6,0
TRAIN,67,6,0
TRAIN,84,6,0
TRAIN,128,6,0
TRAIN,116,6,0
TRAIN,108,6,0
TRAIN,136,6,0
TRAIN,101,6,0
TRAIN,36,6,0
TRAIN,27,6,0
TRAIN,47,6,0
TRAIN,31,6,0
TRAIN,22,6,0
TRAIN,64,6,0
TRAIN,81,6,0
TRAIN,82,6,0
TRAIN,57,6,0
TRAIN,78,6,0
TRAIN,142,6,0
TRAIN,123,6,0
TRAIN,140,6,0
TRAIN,149,6,0
TRAIN,118,6,0
TRAIN,18,6,0
TRAIN,4,6,0
TRAIN,28,6,0
TRAIN,19,6,0
TRAIN,5,6,0
TRAIN,68,6,0
TRAIN,60,6,0
TRAIN,89,6,0
TRAIN,86,6,0
TRAIN,56,6,0
TRAIN,135,6,0
TRAIN,143,6,0
TRAIN,120,6,0
TRAIN,144,6,0
TRAIN,122,6,0
TRAIN,37,6,0
TRAIN,3,6,0
TRAIN,40,6,0
TRAIN,30,6,0
TRAIN,25,6,0
TRAIN,65,6,0
TRAIN,97,6,0
TRAIN,85,6,0
TRAIN,93,6,0
TRAIN,94,6,0
TRAIN,106,6,0
TRAIN,104,6,0
TRAIN,127,6,0
TRAIN,131,6,0
TRAIN,105,6,0
TRAIN,13,6,0
TRAIN,24,6,0
TRAIN,7,6,0
TRAIN,20,6,0
TRAIN,15,6,0
TRAIN,63,6,0
TRAIN,75,6,0
TRAIN,88,6,0
TRAIN,99,6,0
TRAIN,59,6,0
TRAIN,129,6,0
TRAIN,145,6,0
TRAIN,112,6,0
TRAIN,137,6,0
TRAIN,134,6,0
TRAIN,33,6,0
TRAIN,45,6,0
TRAIN,11,6,0
TRAIN,42,6,0
TRAIN,29,6,0
TRAIN,76,6,0
TRAIN,80,6,0
TRAIN,51,6,0
TRAIN,96,6,0
TRAIN,53,6,0
TRAIN,113,6,0
TRAIN,103,6,0
TRAIN,115,6,0
TRAIN,111,6,0
TRAIN,109,6,0
TRAIN,12,6,0
TRAIN,10,6,0
TRAIN,16,6,0
TRAIN,48,6,0
TRAIN,44,6,0
TRAIN,87,6,0
TRAIN,55,6,0
TRAIN,90,6,0
TRAIN,61,6,0
TRAIN,58,6,0
TRAIN,140,7,1
TRAIN,123,7,1
TRAIN,110,7,1
TRAIN,137,7,1
TRAIN,104,7,1
TRAIN,18,7,1
TRAIN,29,7,1
TRAIN,40,7,1
TRAIN,16,7,1
TRAIN,30,7,1
TRAIN,71,7,1
TRAIN,86,7,1
TRAIN,69,7,1
TRAIN,73,7,1
TRAIN,83,7,1
TRAIN,145,7,1
TRAIN,118,7,1
TRAIN,144,7,1
TRAIN,117,7,1
TRAIN,147,7,1
TRAIN,1,7,1
TRAIN,48,7,1
TRAIN,3,7,1
TRAIN,41,7,1
TRAIN,49,7,1
TRAIN,58,7,1
TRAIN,88,7,1
TRAIN,57,7,1
TRAIN,84,7,1
TRAIN,94,7,1
TRAIN,105,7,1
TRAIN,107,7,1
TRAIN,139,7,1
TRAIN,103,7,1
TRAIN,131,7,1
TRAIN,25,7,1
TRAIN,9,7,1
TRAIN,5,7,1
TRAIN,7,7,1
TRAIN,26,7,1
TRAIN,51,7,1
TRAIN,96,7,1
TRAIN,95,7,1
TRAIN,54,7,1
TRAIN,64,7,1
TRAIN,132,7,1
TRAIN,127,7,1
TRAIN,108,7,1
TRAIN,130,7,1
TRAIN,141,7,1
TRAIN,37,7,1
TRAIN,8,7,1
TRAIN,22,7,1
TRAIN,21,7,1
TRAIN,11,7,1
TRAIN,53,7,1
TRAIN,63,7,1
TRAIN,79,7,1
TRAIN,91,7,1
TRAIN,50,7,1
TRAIN,143,7,1
TRAIN,120,7,1
TRAIN,129,7,1
TRAIN,100,7,1
TRAIN,124,7,1
TRAIN,31,7,1
TRAIN,12,7,1
TRAIN,45,7,1
TRAIN,27,7,1
TRAIN,36,7,1
TRAIN,87,7,1
TRAIN,59,7,1
TRAIN,77,7,1
TRAIN,81,7,1
TRAIN,74,7,1
TRAIN,126,7,1
TRAIN,101,7,1
TRAIN,122,7,1
TRAIN,115,7,1
TRAIN,133,7,1
TRAIN,17,7,1
TRAIN,10,7,1
TRAIN,4,7,1
TRAIN,42,7,1
TRAIN,34,7,1
TRAIN,75,7,1
TRAIN,82,7,1
TRAIN,66,7,1
TRAIN,61,7,1
TRAIN,90,7,1
TRAIN,102,7,1
TRAIN,121,7,1
TRAIN,146,7,1
TRAIN,119,7,1
TRAIN,113,7,1
TRAIN,2,7,1
TRAIN,46,7,1
TRAIN,28,7,1
TRAIN,44,7,1
TRAIN,23,7,1
TRAIN,97,7,1
TRAIN,92,7,1
TRAIN,93,7,1
TRAIN,70,7,1
TRAIN,65,7,1
TRAIN,149,7,1
TRAIN,138,7,1
TRAIN,134,7,1
TRAIN,136,7,1
TRAIN,111,7,1
TRAIN,39,7,1
TRAIN,19,7,1
TRAIN,15,7,1
TRAIN,38,7,1
TRAIN,6,7,1
TRAIN,80,7,1
TRAIN,68,7,1
TRAIN,99,7,1
TRAIN,98,7,1
TRAIN,72,7,1
TRAIN,125,7,1
TRAIN,142,7,1
TRAIN,109,7,1
TRAIN,148,7,1
TRAIN,135,7,1
TRAIN,33,7,1
TRAIN,20,7,1
TRAIN,35,7,1
TRAIN,14,7,1
TRAIN,0,7,1
TRAIN,55,7,1
TRAIN,85,7,1
TRAIN,56,7,1
TRAIN,89,7,1
TRAIN,76,7,1
TRAIN,110,7,0
TRAIN,146,7,0
TRAIN,102,7,0
TRAIN,119,7,0
TRAIN,114,7,0
TRAIN,8,7,0
TRAIN,38,7,0
TRAIN,46,7,0
TRAIN,49,7,0
TRAIN,34,7,0
TRAIN,92,7,0
TRAIN,62,7,0
TRAIN,98,7,0
TRAIN,71,7,0
TRAIN,69,7,0
TRAIN,147,7,0
TRAIN,100,7,0
TRAIN,117,7,0
TRAIN,133,7,0
TRAIN,148,7,0
TRAIN,32,7,0
TRAIN,17,7,0
TRAIN,39,7,0
TRAIN,14,7,0
TRAIN,26,7,0
TRAIN,50,7,0
TRAIN,52,7,0
TRAIN,73,7,0
TRAIN,77,7,0
TRAIN,83,7,0
TRAIN,124,7,0
TRAIN,107,7,0
TRAIN,121,7,0
TRAIN,138,7,0
TRAIN,139,7,0
TRAIN,23,7,0
TRAIN,21,7,0
TRAIN,9,7,0
TRAIN,1,7,0
TRAIN,35,7,0
TRAIN,91,7,0
TRAIN,54,7,0
TRAIN,72,7,0
TRAIN,67,7,0
TRAIN,84,7,0
TRAIN,128,7,0
TRAIN,116,7,0
TRAIN,108,7,0
TRAIN,136,7,0
TRAIN,101,7,0
TRAIN,36,7,0
TRAIN,27,7,0
TRAIN,47,7,0
TRAIN,31,7,0
TRAIN,22,7,0
TRAIN,64,7,0
TRAIN,81,7,0
TRAIN,82,7,0
TRAIN,57,7,0
TRAIN,78,7,0
TRAIN,142,7,0
TRAIN,123,7,0
TRAIN,140,7,0
TRAIN,149,7,0
TRAIN,118,7,0
TRAIN,18,7,0
TRAIN,4,7,0
TRAIN,28,7,0
TRAIN,19,7,0
TRAIN,5,7,0
TRAIN,68,7,0
TRAIN,60,7,0
TRAIN,89,7,0
TRAIN,86,7,0
TRAIN,56,7,0
TRAIN,141,7,0
TRAIN,130,7,0
TRAIN,126,7,0
TRAIN,125,7,0
TRAIN,132,7,0
TRAIN,0,7,0
TRAIN,6,7,0
TRAIN,43,7,0
TRAIN,2,7,0
TRAIN,41,7,0
TRAIN,74,7,0
TRAIN,95,7,0
TRAIN,70,7,0
TRAIN,66,7,0
TRAIN,79,7,0
TRAIN,106,7,0
TRAIN,104,7,0
TRAIN,127,7,0
TRAIN,131,7,0
TRAIN,105,7,0
TRAIN,13,7,0
TRAIN,24,7,0
TRAIN,7,7,0
TRAIN,20,7,0
TRAIN,15,7,0
TRAIN,63,7,0
TRAIN,75,7,0
TRAIN,88,7,0
TRAIN,99,7,0
TRAIN,59,7,0
TRAIN,129,7,0
TRAIN,145,7,0
TRAIN,112,7,0
TRAIN,137,7,0
TRAIN,134,7,0
TRAIN,33,7,0
TRAIN,45,7,0
TRAIN,11,7,0
TRAIN,42,7,0
TRAIN,29,7,0
TRAIN,76,7,0
TRAIN,80,7,0
TRAIN,51,7,0
TRAIN,96,7,0
TRAIN,53,7,0
TRAIN,113,7,0
TRAIN,103,7,0
TRAIN,115,7,0
TRAIN,111,7,0
TRAIN,109,7,0
TRAIN,12,7,0
TRAIN,10,7,0
TRAIN,16,7,0
TRAIN,48,7,0
TRAIN,44,7,0
TRAIN,87,7,0
TRAIN,55,7,0
TRAIN,90,7,0
TRAIN,61,7,0
TRAIN,58,7,0
TRAIN,140,8,1
TRAIN,123,8,1
TRAIN,110,8,1
TRAIN,137,8,1
TRAIN,104,8,1
TRAIN,18,8,1
TRAIN,29,8,1
TRAIN,40,8,1
TRAIN,16,8,1
TRAIN,30,8,1
TRAIN,71,8,1
TRAIN,86,8,1
TRAIN,69,8,1
TRAIN,73,8,1
TRAIN,83,8,1
TRAIN,145,8,1
TRAIN,118,8,1
TRAIN,144,8,1
TRAIN,117,8,1
TRAIN,147,8,1
TRAIN,1,8,1
TRAIN,48,8,1
TRAIN,3,8,1
TRAIN,41,8,1
TRAIN,49,8,1
TRAIN,58,8,1
TRAIN,88,8,1
TRAIN,57,8,1
TRAIN,84,8,1
TRAIN,94,8,1
TRAIN,105,8,1
TRAIN,107,8,1
TRAIN,139,8,1
TRAIN,103,8,1
TRAIN,131,8,1
TRAIN,25,8,1
TRAIN,9,8,1
TRAIN,5,8,1
TRAIN,7,8,1
TRAIN,26,8,1
TRAIN,51,8,1
TRAIN,96,8,1
TRAIN,95,8,1
TRAIN,54,8,1
TRAIN,64,8,1
TRAIN,132,8,1
TRAIN,127,8,1
TRAIN,108,8,1
TRAIN,130,8,1
TRAIN,141,8,1
TRAIN,37,8,1
TRAIN,8,8,1
TRAIN,22,8,1
TRAIN,21,8,1
TRAIN,11,8,1
TRAIN,53,8,1
TRAIN,63,8,1
TRAIN,79,8,1
TRAIN,91,8,1
TRAIN,50,8,1
TRAIN,143,8,1
TRAIN,120,8,1
TRAIN,129,8,1
TRAIN,100,8,1
TRAIN,124,8,1
TRAIN,31,8,1
TRAIN,12,8,1
TRAIN,45,8,1
TRAIN,27,8,1
TRAIN,36,8,1
TRAIN,87,8,1
TRAIN,59,8,1
TRAIN,77,8,1
TRAIN,81,8,1
TRAIN,74,8,1
TRAIN,126,8,1
TRAIN,101,8,1
TRAIN,122,8,1
TRAIN,115,8,1
TRAIN,133,8,1
TRAIN,17,8,1
TRAIN,10,8,1
TRAIN,4,8,1
TRAIN,42,8,1
TRAIN,34,8,1
TRAIN,75,8,1
TRAIN,82,8,1
TRAIN,66,8,1
TRAIN,61,8,1
TRAIN,90,8,1
TRAIN,116,8,1
TRAIN,106,8,1
TRAIN,112,8,1
TRAIN,128,8,1
TRAIN,114,8,1
TRAIN,47,8,1
TRAIN,24,8,1
TRAIN,43,8,1
TRAIN,32,8,1
TRAIN,13,8,1
TRAIN,60,8,1
TRAIN,67,8,1
TRAIN,78,8,1
TRAIN,62,8,1
TRAIN,52,8,1
TRAIN,149,8,1
TRAIN,138,8,1
TRAIN,134,8,1
TRAIN,136,8,1
TRAIN,111,8,1
TRAIN,39,8,1
TRAIN,19,8,1
TRAIN,15,8,1
TRAIN,38,8,1
TRAIN,6,8,1
TRAIN,80,8,1
TRAIN,68,8,1
TRAIN,99,8,1
TRAIN,98,8,1
TRAIN,72,8,1
TRAIN,125,8,1
TRAIN,142,8,1
TRAIN,109,8,1
TRAIN,148,8,1
TRAIN,135,8,1
TRAIN,33,8,1
TRAIN,20,8,1
TRAIN,35,8,1
TRAIN,14,8,1
TRAIN,0,8,1
TRAIN,55,8,1
TRAIN,85,8,1
TRAIN,56,8,1
TRAIN,89,8,1
TRAIN,76,8,1
TRAIN,110,8,0
TRAIN,146,8,0
TRAIN,102,8,0
TRAIN,119,8,0
TRAIN,114,8,0
TRAIN,8,8,0
TRAIN,38,8,0
TRAIN,46,8,0
TRAIN,49,8,0
TRAIN,34,8,0
TRAIN,92,8,0
TRAIN,62,8,0
TRAIN,98,8,0
TRAIN,71,8,0
